date,stock_symbols,body,score
Wed Nov 11 01:04:36 UTC 2009,GOOG,"<negative>$GOOG launches Go, it&#39;s open source programming language. Pretty cool. --&gt;  http://bit.ly/4mOSdk  #google</negative>",-1
Wed Nov 11 13:22:31 UTC 2009,"AAPL,AMZN,FSLR,GOOG,PCLN","<neutral>RT @howardlindzon NEW NEW Nasdaq &#39;Five Horesemen (4 was so 2000)&#39; i submit $amzn, $aapl, $pcln...add $goog + $fslr?</neutral>",0
Thu Nov 12 21:57:05 UTC 2009,"AAPL,GOOG,RIMM,VZ",<very negative>Just left the $VZ store. Rep says Storm2 moving slow. Says most are taking a wait &amp; see approach due to bad Storm 1 exp. $RIMM $GOOG $AAPL</very negative>,-4
Thu Nov 12 22:03:50 UTC 2009,"AAPL,GOOG,RIMM,VZ",<neutral>Just left the $VZ store. Rep says Droid sales are brisk. Receives calls all day about avail. Got a couple while there. $GOOG $RIMM $AAPL</neutral>,0
Thu Nov 12 22:06:24 UTC 2009,"AAPL,GOOG,RIMM",<positive>Personally I thought Droid felt like a brick. Will wait to see what else comes on the market in next 6 mons. $RIMM $AAPL $GOOG</positive>,2
Fri Nov 13 13:40:34 UTC 2009,"DELL,GOOG",<positive>$DELL announced that it will be launcing it’s 1st $GOOG Android powered smartphone in China and Brazil the Dell Mini 3 http://bit.ly/3GGBix</positive>,1
Fri Nov 13 13:49:27 UTC 2009,"AAPL,GOOG,PALM",<neutral>RT @azeem Palm Pre sales in &#39;substantial decline&#39; http://vf.cx/Lu $PALM $AAPL $GOOG / Don&#39;t worry the Pixi is their new savior.</neutral>,0
Fri Nov 13 20:13:36 UTC 2009,"GLD,GOOG,WLT",<positive>Good day for me $GLD $WLT $GOOG</positive>,2
Fri Nov 13 20:51:42 UTC 2009,GOOG,<neutral>Tempted to take 1/3 off $GOOG at current HOD... but I&#39;m still in the hunt for 580!</neutral>,0
Sat Nov 14 21:32:25 UTC 2009,"AAPL,IWM,JPM,QQQQ,RIG,RIMM,S,SDS,SPY,GS,GOOG,BAC,C,CIT,DIA,F,FAS,FAZ,GE,XLF",<neutral>weekend review at http://www.swing-high.com/ $SPY $IWM $XLF $DIA $QQQQ $FAS $FAZ $S $C $CIT $F $GS $GE $GOOG $RIMM $RIG $AAPL $JPM $BAC $SDS</neutral>,0
Mon Nov 16 06:12:19 UTC 2009,"AMZN,CRM,GOOG,IBM",<positive>Big Blue becomes a playa in a sexy market.  $IBM&#39;s new service jumps on cloud computing bandwagon http://bit.ly/31o4no $GOOG $AMZN $CRM</positive>,2
Mon Nov 16 17:34:50 UTC 2009,"AAPL,QQQQ,RIMM,SDS,SPY,SSO,TLT,UUP,V,IWM,GS,BA,C,CIT,DIA,F,FAS,FAZ,GOOG,XLF",<neutral>Halftime Report at http://www.swing-high.com $SPY $DIA $QQQQ $IWM $XLF $TLT $UUP $SDS $SSO $FAS $FAZ $C $CIT $F $AAPL $GS $BA $V $GOOG $RIMM</neutral>,0
Tue Nov 17 00:59:02 UTC 2009,"AAPL,GOOG,RIMM,YHOO",<negative>RT @codywillard My latest - Three problems facing RIMM http://bit.ly/2nDp82 $RIMM $AAPL $YHOO $GOOG</negative>,-3
Tue Nov 17 20:28:21 UTC 2009,"GOOG,WYNN",<neutral>Bob Lang is hosting Live TraderTalk 10 mins after closing bell - analysis of major indices/commodites plus $WYNN $GOOG http://bit.ly/qJJ6p</neutral>,0
Tue Nov 17 21:11:05 UTC 2009,"GOOG,SPX,VIX,WYNN",<neutral>[FILED UNDER: TIME IS MONEY] Spend a few mins w/ Bob in TraderTalk - starts now http://bit.ly/qJJ6p analysis of $vix $spx $goog $wynn</neutral>,0
Wed Nov 18 11:50:00 UTC 2009,"AAPL,GOOG,MOT",<positive>RT @netgarden The Google Phone Is Very Real. http://post.ly/CsvJ / I don&#39;t think the $MOT&#39;s of the world will like this.  $AAPL $GOOG </positive>,1
Wed Nov 18 12:15:13 UTC 2009,"AAPL,GOOG",<neutral>More on the $GOOG phone http://bit.ly/2jRa9N $AAPL</neutral>,0
Wed Nov 18 14:16:55 UTC 2009,"AAPL,GOOG",<neutral>RT @DeadZones Android Avalanche: A Complete List Of The Android Phones So Far http://bit.ly/OTt6b $GOOG $AAPL</neutral>,0
Wed Nov 18 21:46:25 UTC 2009,"AAPL,AMZN,BIDU,GOOG",<neutral>$AMZN $AAPL $BIDU $GOOG  http://tinyurl.com/ylop5am</neutral>,0
Wed Nov 18 22:03:38 UTC 2009,GOOG,<negative>$GOOG vol hit yearly lows at the close. turning into a snoozer.</negative>,-2
Thu Nov 19 01:10:34 UTC 2009,"AAPL,CLWR,GOOG,S,T,VZ","<neutral>If $GOOG Does Build A Phone, What Network Will It Run On?  http://bit.ly/1Gj5qx $AAPL $VZ $T $CLWR $S</neutral>",0
Thu Nov 19 13:33:58 UTC 2009,"AAPL,AMZN,BIDU,GOOG",<neutral>$AAPL $AMZN $GOOG $BIDU http://darvasboxtrader.blogspot.com/2009/11/where-will-stock-prices-be-by-next.html</neutral>,0
Thu Nov 19 18:51:56 UTC 2009,"GOOG,MSFT",<neutral>$GOOG $MSFT would you leave Microsoft O.S. to new Google O.S.?</neutral>,0
Thu Nov 19 18:57:08 UTC 2009,"GOOG,STEC",<positive>Interesting bit from $GOOG &quot;Google won&#39;t support hard drives: Chrome OS Netbooks will have to use solid-state drives.&quot; long $STEC ?</positive>,2
Thu Nov 19 19:59:08 UTC 2009,"AAPL,BIDU,GOOG,GS,JPM,QQQQ,SPY","<neutral>$$ Our signals say that this will be more than a one-day dip. Let the mkt come to you! $SPY, $AAPL, $QQQQ, $GS, $JPM, $BIDU $GOOG.</neutral>",0
Fri Nov 20 01:32:14 UTC 2009,"AAPL,GOOG","<positive>Currency market didn&#39;t signal any change. Looks more like expiration related jockeying. What would explain $AAPL@200, $GOOG@570?</positive>",2
Fri Nov 20 15:32:00 UTC 2009,"GOOG,MSFT",<neutral>$GOOG $MSFT Google Chrome OS has arrived as free VMWare download http://bit.ly/1hbOlW </neutral>,0
Fri Nov 20 15:36:03 UTC 2009,"GOOG,MSFT","<negative>$GOOG people want a free O.S. unlike what Ubuntu Linux is trying to do for some time, $MSFT better up the ante! (way lower prices)</negative>",-2
Fri Nov 20 15:36:37 UTC 2009,"AAPL,BIDU,GOOG",<neutral>@agwarner ive got those sold for $AAPL and $GOOG also 420/430 on $BIDU</neutral>,0
Fri Nov 20 18:04:31 UTC 2009,"DELL,GOOG",<neutral>$DELL should dissapear when $GOOG&#39;s Chrome O.S. arrives!</neutral>,0
Fri Nov 20 18:20:09 UTC 2009,"AAPL,AMZN,BIDU,GOOG",<negative>Current opex plays: straddles on $AAPL (200) $GOOG (570) $AMZN (130) and strangle on $BIDU (420/430)</negative>,-3
Fri Nov 20 20:00:55 UTC 2009,"AAPL,AMZN,BIDU,GOOG","<positive>All pinning plays done, $AAPL $AMZN $GOOG and $BIDU nearly full profit</positive>",2
Fri Nov 20 20:17:58 UTC 2009,"AAPL,GOOG",<negative>Pretty obvious now that $GOOG will peg 570 and $AAPL will peg 200.  Anyone play max pain on either?</negative>,-1
Fri Nov 20 21:08:08 UTC 2009,"AAPL,GOOG,GS","<positive>$GS 170, $GOOG 570, $AAPL 200 - pinning at its best.</positive>",2
Fri Nov 20 21:11:06 UTC 2009,"AAPL,GOOG",<positive>$AAPL $GOOG  The pinheads win again...</positive>,1
Fri Nov 20 21:37:30 UTC 2009,GOOG,<very negative>$goog OS about Developers RT @abraham @Scobleizer why Google&#39;s Chrome OS has already won (why InfoWorld is wrong): http://bit.ly/4AlulW/</very negative>,-5
Mon Nov 23 14:08:35 UTC 2009,GOOG,<neutral>It&#39;s monday and Steve Ballmer is one day closer to a padded $goog room  http://bit.ly/7IaNHZ</neutral>,0
Mon Nov 23 14:12:13 UTC 2009,GOOG,<neutral>RT @howardlindzon It&#39;s monday and Steve Ballmer is one day closer to a padded $goog room  http://bit.ly/7IaNHZ</neutral>,0
Mon Nov 23 15:22:53 UTC 2009,GOOG,<neutral>$GOOG in a hurry to reach 600</neutral>,0
Mon Nov 23 16:46:51 UTC 2009,"AAPL,GOOG,PALM,RIMM",<neutral>$AAPL &amp; $GOOG Now Make Up 75% of U.S. Smartphone Web Traffic  http://bit.ly/7lgb7T  $PALM $RIMM</neutral>,0
Mon Nov 23 17:49:56 UTC 2009,GOOG,<positive>Let&#39;s think about this for a second Iraq is doing well enough for $GOOG CEO Eric Shmidt to be there &amp; talk Biz -Incredible</positive>,1
Tue Nov 24 02:38:49 UTC 2009,GOOG,<positive>RT @agwarner Is it a Good Time to Buy Calls on $GOOG? - http://tinyurl.com/yzrkyk5 (via @OptionsZone) by me.</positive>,1
Tue Nov 24 14:33:27 UTC 2009,"GOOG,MSFT,NWS",<very negative>Web Suicide? $MSFT partnering with $NWS to fight $GOOG ... time will tell</very negative>,-7
Tue Nov 24 15:39:44 UTC 2009,GOOG,<neutral>newspaper publishers vs. google:  http://bit.ly/5pUzsT  $GOOG</neutral>,0
Tue Nov 24 20:54:52 UTC 2009,"GOOG,MSFT,NWS",<very negative>RT @daily_finance #Ballmer&#39;s $MSFT and #Murdoch&#39;s $NWS attack on #Google $GOOG is doomed b&#39;cs they picked wrong target http://bit.ly/5DDCzv</very negative>,-10
Wed Nov 25 04:22:15 UTC 2009,GOOG,<negative>$Goog serious about online display advertising RT @jjudge: Great acquisition by Google: http://bit.ly/5FGys1</negative>,-3
Wed Nov 25 16:21:53 UTC 2009,"AAPL,GOOG,PALM","<neutral>RT @fromedome Android and Palm need their own iPod touch, fast: http://bit.ly/7XWual $AAPL $GOOG $PALM / LOL</neutral>",0
Fri Nov 27 05:02:32 UTC 2009,"AAPL,AMZN,BIDU,GOOG,SYK",<neutral>tomorrow could be nice Drop &amp; Pops for strong leaders $goog $bidu $aapl $amzn $syk who elsr?</neutral>,0
Sun Nov 29 02:27:11 UTC 2009,GOOG,<very negative>privacy to $Goog is a looming threat of customer dissatisfaction RT @GeorgeVHulme: Couldn&#39;t agree more http://bit.ly/5gjxen</very negative>,-7
Mon Nov 30 14:13:31 UTC 2009,GOOG,"<negative>I think $GOOG sent me an invitation to wave b/c I&#39;m the only one that hadn&#39;t rec&#39;vd it; regardless, now I have it</negative>",-2
Mon Nov 30 14:53:17 UTC 2009,GOOG,<negative>at googleplex $goog today and @tubemogul board meeting manana.  If sergei and larry are there I will challenge to ping pong.</negative>,-2
Tue Dec 01 16:45:00 UTC 2009,GOOG,<very negative>Google $GOOG Mirror Image Challenges Overhead Resistance | Afraid to Trade.com Blog http://bit.ly/7RVj8D #mkt $$</very negative>,-5
Tue Dec 01 21:28:58 UTC 2009,"AAPL,GOOG",<neutral>is droid the iPhone killer?  $AAPL $Goog</neutral>,0
Wed Dec 02 15:49:20 UTC 2009,GOOG,<neutral>$GOOG  http://stk.ly/5t3EH6 Google limits free news access = Google caving just like in China!</neutral>,0
Thu Dec 03 03:45:39 UTC 2009,GOOG,<very negative>down down $GOOG went short at noon today</very negative>,-4
Fri Dec 04 20:11:29 UTC 2009,GOOG,<neutral>$goog still out there acquiring back their ex-employees.  http://stk.ly/5xhR7Z  bizarro tech times indeed </neutral>,0
Fri Dec 04 21:27:38 UTC 2009,"AAPL,AMZN,GOOG","<neutral>Breakout is taking its time but it&#39;s coming. $AAPL, $AMZN, $GOOG etc were on sale today. $$</neutral>",0
Mon Dec 07 03:12:18 UTC 2009,GOOG,<neutral>RT @bradfranklin Social search service Aardvark is considering accepting a $30+ million offer by Google $GOOG http://j.mp/8NyJ7t</neutral>,0
Mon Dec 07 20:32:22 UTC 2009,GOOG,<neutral>$goog launches real time first...just not for us market guys (no $symbols)  http://stk.ly/5Xs2pf </neutral>,0
Tue Dec 08 00:38:09 UTC 2009,"CHD,GOOG,NKE,VZ","<neutral>Tiger Woods ETF $vz, $nke, $chd (condoms - church and dwight) $goog  ...please help me with other symbols...</neutral>",0
Tue Dec 08 09:06:37 UTC 2009,"AAPL,CSCO,GOOG,IBM,MSFT",<neutral>$AAPL $MSFT $GOOG $IBM $CSCO Make your bet: the top 5 tech companies by market cap for the decade - http://is.gd/5fKDP $$</neutral>,0
Tue Dec 08 20:37:14 UTC 2009,GOOG,<neutral>@stevenplace Mr. Iron Condor:  what say about $GOOG -610/+620 call /-560/+550 put to collect 1.10?</neutral>,0
Tue Dec 08 20:38:09 UTC 2009,GOOG,<neutral>@agwarner:  just geting started on your book.  what say about $GOOG -610/+620 call /-560/+550 put to collect 1.10?</neutral>,0
Tue Dec 08 20:38:19 UTC 2009,"GOOG,TWENTYTEN",<neutral>$goog will be the first to monetize &quot;real time&quot; search significantly and it will be a boon in $TWENTYTEN</neutral>,0
Tue Dec 08 21:34:44 UTC 2009,"AA,UUP,TXN,SPY,SPX,RIMM,QQQQ,IWM,GS,GOOG,GLD,GE,DIA,C,BAC,AMZN,AAPL,XLF",<neutral>Post Market Analysis at http://www.swing-high.com $SPY $DIA $QQQQ $XLF $IWM $UUP $GLD $SPX $AAPL $AA $GOOG $RIMM $AMZN $TXN $GS $GE $BAC $C</neutral>,0
Thu Dec 10 15:17:57 UTC 2009,"FAS,GOOG,MED","<neutral>bought $GOOG, $FAS and $MED... for the longer term</neutral>",0
Fri Dec 11 14:38:23 UTC 2009,"AAPL,GOOG,MSFT",<neutral>Forget $GOOG vs. $MSFT.  For the next decade think $GOOG vs. $AAPL.  http://stk.ly/6eybnv  (via WSJ)</neutral>,0
Fri Dec 11 16:24:56 UTC 2009,GOOG,<very negative>$GOOG dying short term!</very negative>,-6
Fri Dec 11 21:49:46 UTC 2009,"AAPL,TZA,TNA,T,STEC,SSO,SRS,PH,PG,MRK,KO,HAL,GOOG,GLD,EDZ,DELL,UUP",<neutral>Post Market Analysis at http://www.swing-high.com/ $GOOG $AAPL $DELL $SSO $SRS $GLD $UUP $MRK $KO $PG $PH $STEC $SNWK $T $HAL $EDZ $TNA $TZA</neutral>,0
Sat Dec 12 22:58:34 UTC 2009,"AAPL,GOOG,VZ","<negative>RT @joemccann For all the doubters, the Google Phone is real: http://bit.ly/6U4deH $goog $aapl / Once again $VZ customers shut out.</negative>",-3
Sun Dec 13 06:10:20 UTC 2009,"GLD,GOOG",<positive>first REAL picture of the Googlephone  http://stk.ly/5p2n4z ( disclosure - long $goog and $gld)</positive>,3
Sun Dec 13 07:08:12 UTC 2009,GOOG,"<positive>The boys at $GOOG are a bunch of f ing geniuses, absoloutly brilliant with their mobile strategy, listen to this</positive>",2
Sun Dec 13 07:08:58 UTC 2009,GOOG,"<neutral>$GOOG launches the android operating system, an excellent platform, on a bunch of crappy hardware that no one wants to buy</neutral>",0
Sun Dec 13 07:09:42 UTC 2009,GOOG,"<neutral>$GOOG does this to get everyone used to the system, to get eveyone else to pay for the advertising, make a big deal out of it</neutral>",0
Sun Dec 13 07:10:12 UTC 2009,"AAPL,GOOG",<negative>$GOOG knows that the phones are not going to rival $AAPL iPhone</negative>,-2
Sun Dec 13 07:10:47 UTC 2009,GOOG,"<positive>$GOOG goes and builds its own phone which is an excellent piece of hardware, one that eveyone will want</positive>",3
Sun Dec 13 07:11:24 UTC 2009,GOOG,"<neutral>$GOOG launches the phone with little media fan fare or advertising, if any, but huge underground buzz, eveyone wants one</neutral>",0
Sun Dec 13 07:12:46 UTC 2009,"AAPL,GOOG",<neutral>$GOOG canabalizes the market for phones running android and owns botht he hardware and software to finally take a bite out of $AAPL</neutral>,0
Sun Dec 13 07:14:05 UTC 2009,"GOOG,S,T,VZ","<neutral>only thing $GOOG doesn&#39;t own in the vertical is ithe network, still reliant on $T $VZ $S for the pipes</neutral>",0
Sun Dec 13 07:14:51 UTC 2009,GOOG,<neutral>something tells me $GOOG has something huge up the sleve that is going to F$#K the network providers</neutral>,0
Sun Dec 13 07:19:51 UTC 2009,"GOOG,MOT,PALM","<very positive>where as I was 100% confident $PALM Pre and $MOT Droid would flop, which the have, I&#39;m that confident $GOOG Nexus will be huge hit</very positive>",4
Sun Dec 13 11:20:21 UTC 2009,GOOG,"<positive>$Goog Nexus One: iPhone + larger touch screen, scroll wheel, Android RT @ldrogen confident huge hit RT @TechCrunch Pic http://bit.ly/4VI4RK</positive>",1
Sun Dec 13 14:15:23 UTC 2009,"GOOG,TWENTYTEN",<neutral>RT @ldrogen sumpin tells me $GOOG has sumpin huge up the sleve that&#39;s going to F$#K the network providers / Now that has my vote! $TWENTYTEN</neutral>,0
Sun Dec 13 14:23:44 UTC 2009,"AAPL,AMZN,BIDU,GOOG","<positive>$AAPL, $AMZN, $BIDU all took some kind of beating recently but not $GOOG. Now we know the reason, a Google branded phone coming.</positive>",1
Mon Dec 14 12:15:53 UTC 2009,"AAPL,GOOG,MOT,NOK,RIMM,T",<negative>RT @Ro_Patel Why So Many Are So Wrong on the &#39;Google Phone&#39; - $GOOG $T $MOT $NOK $RIMM $AAPL http://j.mp/8FMCnh</negative>,-3
Mon Dec 14 12:27:01 UTC 2009,GOOG,<positive>Now this $GOOG phone stuff is getting interesting. &quot;Why the Google Nexus Phone matters&quot; http://stk.ly/7ACLlt</positive>,1
Mon Dec 14 13:43:24 UTC 2009,GOOG,<neutral>$GOOG never looked back since closing above 557 buy point.</neutral>,0
Mon Dec 14 17:40:14 UTC 2009,"AAPL,XOM,XLF,WBD,UUP,SPY,SBUX,RIMM,QQQQ,NFLX,IWM,HMSY,GOOG,GLD,DIA,C,BGFV,XTO",<neutral>halftime report at http://www.Swing-High.com $SPY $DIA $QQQQ $XLF $IWM $GLD $UUP $XOM $XTO $C $WBD $SBUX $HMSY $NFLX $BGFV $GOOG $RIMM $AAPL</neutral>,0
Mon Dec 14 19:46:16 UTC 2009,GOOG,<neutral>Expiration this week is keeping $GOOG from flying but it&#39;s only a matter of time before it overcomes 600.</neutral>,0
Mon Dec 14 20:16:27 UTC 2009,GOOG,<very positive>$GOOG watching for long entry</very positive>,4
Mon Dec 14 20:32:15 UTC 2009,GOOG,"<negative>$GOOG missed my long entry, stepped away. watching for AMZN short entry now.</negative>",-2
Mon Dec 14 23:23:27 UTC 2009,GOOG,<neutral>Which is easier to understand? $GOOG Wave or.... http://stk.ly/7lHDMe </neutral>,0
Tue Dec 15 04:23:58 UTC 2009,"AMZN,AOL,GOOG,TWIT","<neutral>RT @cdixon self-RT, but this time with @stocktwits tags for for the public market folks http://bit.ly/8GD7ME $GOOG $AMZN $AOL $twit</neutral>",0
Tue Dec 15 13:59:45 UTC 2009,"AAPL,GOOG,RIMM,T,VZ",<neutral>The Real Reason $GOOG Is Getting Into The Mobile Business  http://stk.ly/6QvKX8 $AAPL $RIMM $VZ $T</neutral>,0
Tue Dec 15 14:04:58 UTC 2009,"AAPL,GOOG",<very negative>Google&#39;s War With Apple Is Hotter Than Ever $GOOG $AAPL  http://stk.ly/7lbukF</very negative>,-4
Tue Dec 15 15:18:16 UTC 2009,GOOG,<very positive>$GOOG  watching for long entry</very positive>,4
Tue Dec 15 23:43:30 UTC 2009,GOOG,"<neutral>Cramer joining the $GOOG bandwagon - http://tinyurl.com/yb29cye, price target 750 FWIW $$</neutral>",0
Wed Dec 16 12:03:15 UTC 2009,"AAPL,GOOG,MSFT,TWENTYTEN","<neutral>RT @HedgeyeTech #TECH $AAPL, $MSFT, $GOOG My Top Tech Trends for 2010. http://bit.ly/4IcZAH (via @HedgeyeTech) $twentyten</neutral>",0
Wed Dec 16 14:18:07 UTC 2009,GOOG,<neutral>$GOOG is on the move. A close above 598 sets it on the path to 640.</neutral>,0
Wed Dec 16 14:37:34 UTC 2009,GOOG,<negative>$$ Just wondering how many people bought $GOOG pop this morning on Jim (Contrarian Indictator) Cramer&#39;s ridiculous call last night.</negative>,-3
Wed Dec 16 16:44:15 UTC 2009,"AAPL,AMZN,GOOG,RIMM","<neutral>it seems that $RIMM will beat earnings today, watch for tech pop tomorrow! $GOOG $AAPL $AMZN et al!</neutral>",0
Thu Dec 17 16:20:14 UTC 2009,GOOG,<neutral>i will be buying a $goog chrome netbook next year  http://stk.ly/7c04CU </neutral>,0
Thu Dec 17 17:37:38 UTC 2009,"GOOG,TWENTYTEN",<neutral>$TwentyTen $GOOG will offer chip to embed in your brain connecting u to Chrome PC and Nexus phone. Upload pics direct to Picasa. $$</neutral>,0
Thu Dec 17 19:20:15 UTC 2009,"AAPL,GOOG","<positive>also for tommorow expect  high volume options traded stocks like $aapl,$goog graviate around the strikes due to the  delta hedging </positive>",2
Fri Dec 18 02:57:44 UTC 2009,GOOG,<negative>$GOOG for YELP  http://stk.ly/7FpfJo</negative>,-3
Fri Dec 18 03:19:15 UTC 2009,GOOG,<neutral>Sergey and Larry got the munchies and decided to buy Yelp. $GOOG</neutral>,0
Fri Dec 18 03:19:51 UTC 2009,GOOG,<negative>This $GOOG yelp deal is reminiscent of the 2000 internet era. Except now both companies make money. 25million uniques for their ad network.</negative>,-2
Fri Dec 18 04:20:54 UTC 2009,"GOOG,YELP",<negative>$yelp is now on stocktwits and @scobleizer explains what&#39;s at stake for $goog in yelp acquisition http://stk.ly/4zXheE</negative>,-3
Fri Dec 18 04:22:06 UTC 2009,GOOG,<negative>$goog buying Yelp for $500 million </negative>,-2
Fri Dec 18 04:27:08 UTC 2009,GOOG,"<neutral>I agree with @ed that if $goog gets more powerful, companies might not be able to say no to acquisition offers.</neutral>",0
Fri Dec 18 05:12:38 UTC 2009,"GOOG,YELP","<positive>$GOOG+$YELP=moving closer to minority report like marketing, location and context specific advertising</positive>",2
Fri Dec 18 15:14:30 UTC 2009,GOOG,<negative>$GOOG - Make sure that you incorporate the YELP functionality in this console in the Audi A8  http://stk.ly/6kFG1b</negative>,-3
Fri Dec 18 19:35:10 UTC 2009,"AAPL,GOOG,XOM",<neutral>Technician&#39;s Edge: Quick Look at Levels to Watch in $XOM $GOOG and $AAPL | http://bit.ly/8cZigp #mkt $$</neutral>,0
Sat Dec 19 14:45:49 UTC 2009,"AAPL,AMZN,DGP,EGOV,ETFC,GLD,GOOG,SWKS","<neutral>I own $aapl, $amzn $goog $gld $dgp $egov $swks $etfc but these are the other stocks I am watching if rally continues  http://stk.ly/8MNyTc </neutral>",0
Sat Dec 19 14:50:49 UTC 2009,GOOG,<positive>$goog with a pretty cool real-time search move is now pulling real time search with MY NAME  http://stk.ly/65NVmY</positive>,3
Sat Dec 19 18:15:55 UTC 2009,GOOG,<negative>Yelp targeted by $goog.  Great site but only popular in larger urban areas.   http://stk.ly/6eahNT </negative>,-3
Sat Dec 19 18:44:34 UTC 2009,GOOG,"<neutral>$GOOG acquiring another cloud computing application company, this is just the beginning  http://is.gd/5tZsb</neutral>",0
Sat Dec 19 20:39:06 UTC 2009,"GOOG,MSFT",<neutral>$goog with yet another acquisition...this one aimed directly at $msft  http://stk.ly/7FtKQe </neutral>,0
Sat Dec 19 22:34:55 UTC 2009,"FBOOK,GOOG,YHOO",<neutral>should $goog $yhoo and $fbook PAY US for our data  http://stk.ly/5f9CBC  ht @mathewi </neutral>,0
Sun Dec 20 00:09:02 UTC 2009,GOOG,<neutral>$GOOG helps new Apps users with powerful new launch sites to ease integration across large organizations -  http://stk.ly/4DFW8o</neutral>,0
Sun Dec 20 04:21:03 UTC 2009,"AAPL,GOOG,PALM,RIMM",<neutral>CrackBerry Kevins Hierarchy of Smartphone Needs http://stk.ly/7sc3Y8 $RIMM $GOOG $AAPL $PALM $$</neutral>,0
Sun Dec 20 05:01:09 UTC 2009,"AAPL,GOOG,RIMM",<neutral>RT @crackberrykevin Android Review is up!  http://bit.ly/7BIKBp $GOOG $RIMM $AAPL</neutral>,0
Sun Dec 20 21:29:19 UTC 2009,"CRAY,DELL,GOOG,MSFT,TWENTYTEN","<neutral>In $TWENTYTEN $Goog buys $Cray for help in quantum computing.  Also manned recovery mission to Jupiter to rescue Discovery. $DELL, $MSFT</neutral>",0
Mon Dec 21 14:11:56 UTC 2009,"GOOG,YELP",<neutral>$Yelp turns down $GOOG offer.</neutral>,0
Mon Dec 21 20:04:06 UTC 2009,"GOOG,MSFT","<neutral>@sellputs IE does the same to my computer.  Between 10 tabs and Worden, it crashes 3 times a day, so I am trying out Chrome now. $GOOG $MSFT</neutral>",0
Tue Dec 22 00:28:27 UTC 2009,"GOOG,MOT","<positive>if $MOT isn&#39;t mad as hell at $GOOG for releasing its own phone a few weeks after Droid launch, they have no heartbeat, $MOT = screwed</positive>",1
Tue Dec 22 01:26:02 UTC 2009,GOOG,<neutral>Twitter Captures A Nexus One Unboxing And Another Video $GOOG  http://bit.ly/8gvdmQ</neutral>,0
Tue Dec 22 04:15:57 UTC 2009,GOOG,<positive>Google $goog writing about &#39;open&#39; is like me writing about daytrading...just words  http://stk.ly/5M4juE </positive>,1
Tue Dec 22 14:30:34 UTC 2009,GOOG,<neutral>RT @howardlindzon New post- &#39;open enough&#39; is the new open http://bit.ly/5WfPFW. $goog  True that!</neutral>,0
Tue Dec 22 15:39:51 UTC 2009,"BBBB,GOOG,NYT",<negative>@jowyang @mark_koenig Slideshare is a good option for $GOOG but my speculative choice is $BBBB.  The $NYT CNBC choice seems ludicrous.</negative>,-1
Tue Dec 22 16:36:18 UTC 2009,GOOG,<neutral>RT @SellPuts I posted this $GOOG chart 5/8/09 only LT trade. I am now closing. http://chart.ly/6f4mks CURRENT chart: http://chart.ly/c236an</neutral>,0
Tue Dec 22 16:50:32 UTC 2009,GOOG,<neutral>RT @StockTwits Do you use $GOOG chrome? Check out our killer Chrome Extension: http://stk.ly/5pmUov</neutral>,0
Tue Dec 22 17:49:32 UTC 2009,"BIDU,GOOG","<negative>political risk associated with internet regulations in China hammering $BIDU, no need to be there, go for $GOOG instead now</negative>",-2
Wed Dec 23 04:00:58 UTC 2009,"DE,GOOG,X","<very negative>not really that shocking, but $x $de $goog 50D highs--all on lower volume.  </very negative>",-6
Wed Dec 23 14:28:14 UTC 2009,"AAPL,GOOG,MOT,VZ",<neutral>RT @HedgeyeTech $GOOG Phone throws wrench into $MOT and $AAPL and $VZ.  http://bit.ly/7xQ9WO</neutral>,0
Wed Dec 23 14:44:03 UTC 2009,"AAPL,GOOG,RIMM",<negative>8 hour blackberry outages are worse for $rimm than anything $goog or $aapl will come out with</negative>,-3
Wed Dec 23 14:46:32 UTC 2009,"AAPL,GOOG,RIMM",<negative>RT @ToddSullivan 8 hour blackberry outages are worse for $rimm than anything $goog or $aapl will come out with &gt;&gt; too true</negative>,-3
Wed Dec 23 16:26:25 UTC 2009,"BIDU,GOOG",<very positive>$goog is just staright running now  wooo (long $goog) and should have bought the $bidu up $15 since my tweet.  </very positive>,4
Wed Dec 23 16:27:20 UTC 2009,GOOG,<positive>selling my $goog this week though...been a nice ride.  going into new year with just a few stocks and gold.</positive>,2
Wed Dec 23 17:11:00 UTC 2009,"ATT,GOOG,MSFT,VZ","<negative>$GOOG I see the trend coming, a new OS platform for free coming soon against $MSFT, also Android having its own network! poor $VZ $ATT et al</negative>",-2
Wed Dec 23 17:42:54 UTC 2009,GOOG,<negative>$GOOG on a rampage. Next serious resistance around 540</negative>,-2
Wed Dec 23 18:45:38 UTC 2009,"AAPL,ES_F,GOOG,GS","<negative>crazy - $GS making lows, $ES_F making highs along with $GOOG and $AAPL. Who to believe?</negative>",-3
Wed Dec 23 18:57:35 UTC 2009,"GOOG,MOT","<negative>$MOT looks like hell, think we could see a total colapse in that name when $GOOG releases Nexus One phone</negative>",-2
Wed Dec 23 19:46:29 UTC 2009,GOOG,"<positive>Finally got to see stop trading about $GOOG, glad to see our call to own $GOOG this Saturday on Lunch @ the Market working here.</positive>",2
Wed Dec 23 20:14:53 UTC 2009,"AAPL,GOOG,ZN_F",<positive>$$ $AAPL $GOOG XMAS pumps well in hand - Nail em hard with the Squeeze on $ZN_F</positive>,1
